Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR_T34A	P23527	0.3	0.768663743739	0.82	0	0	0	0	0.0
MTHFR	P09874	20.3	1.81505929618	1.49	0	0	0	0	0.53
MTHFR_38to656	P09874	26.0	1.74050444356	1.45	0	0	0	0	0.66
MTHFR_T34A	P09874	8.0	1.40232249542	1.26	0	0	0	0	0.53
MTHFR	P23528	3.0	0.903662757143	0.93	0	0	0	0	0.18
MTHFR_38to656	P23528	3.7	0.937187502691	0.95	0	0	0	0	0.26
MTHFR_T34A	P23528	3.0	0.93813145695	0.95	0	0	0	0	0.34
MTHFR	Q00839	16.0	0.868236220837	0.9	0	0	0	0	0.04
MTHFR_38to656	Q00839	19.0	0.799857741645	0.85	0	0	0	0	0.03
MTHFR_T34A	Q00839	6.3	0.723315433201	0.79	0	0	0	0	0.02
MTHFR	Q7Z7A3	0.7	1.05613708807	1.04	0	0	0	0	0.3
MTHFR_38to656	Q7Z7A3	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q7Z7A3	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P19388	1.7	1.09565648092	1.07	0	0	0	0	0.61
MTHFR_38to656	P19388	2.3	1.10794283873	1.08	0	0	0	0	0.63
MTHFR_T34A	P19388	1.0	1.09150566133	1.06	0	0	0	0	0.6
MTHFR	P19387	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P19387	2.0	1.06270080914	1.04	0	0	0	0	0.32
MTHFR	Q14690	3.7	1.18586682643	1.13	0	0	0	0	0.3
MTHFR_38to656	Q14690	8.3	1.26125337141	1.18	0	0	0	0	0.31
MTHFR	Q14692	1.7	1.0844849211	1.06	0	0	0	0	0.26
MTHFR_38to656	Q14692	2.7	1.08360107885	1.06	0	0	0	0	0.28
MTHFR	Q16695	6.3	0.329458045079	0.41	0	0	0	0	0.0
MTHFR_38to656	Q16695	8.3	0.345952336674	0.43	0	0	0	0	0.0
MTHFR_T34A	Q16695	2.3	0.318861414949	0.4	0	0	0	0	0.0
MTHFR	O14818	2.3	1.18727712834	1.13	0	0	0	0	0.93
MTHFR_38to656	O14818	2.0	1.16585114187	1.11	0	0	0	0	0.93
MTHFR_T34A	O14818	3.0	1.26192708962	1.18	0	0	0	0	0.95
MTHFR	Q9NX58	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q9NX58	2.0	1.06270080914	1.04	0	0	0	0	0.32
MTHFR	Q15654	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q15654	0.7	1.05569216444	1.04	0	0	0	0	0.3
MTHFR_T34A	Q15654	0.7	1.05310858215	1.04	0	0	0	0	0.28
MTHFR	P36873	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P36873	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q9NU22	0.3	0.746698701483	0.8	0	0	0	0	0.05
MTHFR_38to656	Q9NU22	4.0	0.82041398483	0.86	0	0	0	0	0.21
MTHFR	Q13435	4.7	1.23655777909	1.16	0	0	0	0	0.33
MTHFR_38to656	Q13435	7.0	1.21945283198	1.15	0	0	0	0	0.33
MTHFR	Q8NC51	5.7	1.41604252944	1.27	0	0	0	0	0.98
MTHFR_38to656	Q8NC51	5.7	1.35038641475	1.23	0	0	0	0	0.99
MTHFR_T34A	Q8NC51	5.3	1.4603970215	1.3	0	0	0	0	0.98
MTHFR_38to656	Q9UPT8	0.7	1.02090026971	1.01	0	0	0	0	0.1
MTHFR_38to656	O60306	1.0	1.03135040457	1.02	0	0	0	0	0.13
MTHFR	Q9BRA2	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9BRA2	1.0	1.08040997948	1.06	0	0	0	0	0.58
MTHFR	Q8WXF1	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q8WXF1	2.0	1.06270080914	1.04	0	0	0	0	0.32
MTHFR	Q13557	0.7	1.05810596798	1.04	0	0	0	0	0.29
MTHFR_38to656	Q13557	1.0	1.08353824667	1.06	0	0	0	0	0.32
MTHFR_T34A	Q13557	1.7	1.14461424348	1.1	0	0	0	0	0.94
MTHFR	Q13555	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q13555	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q13555	1.0	1.08040997948	1.06	0	0	0	0	0.51
MTHFR	Q96GD4	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q96GD4	1.3	1.09337570579	1.07	0	0	0	0	0.93
MTHFR_T34A	Q96GD4	0.7	1.05310858215	1.04	0	0	0	0	0.29
MTHFR	Q96GD0	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q96GD0	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q96GD0	2.3	1.18886846256	1.13	0	0	0	0	0.64
MTHFR	P06576	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P06576	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR	P55265	4.3	1.21966079487	1.15	0	0	0	0	0.33
MTHFR_38to656	P55265	7.0	1.21945283198	1.15	0	0	0	0	0.32
MTHFR	P60900	1.7	1.13114004027	1.09	0	0	0	0	0.92
MTHFR_38to656	P60900	1.3	1.09337570579	1.07	0	0	0	0	0.93
MTHFR_T34A	P60900	1.7	1.14461424348	1.1	0	0	0	0	0.92
MTHFR	P62258	5.3	1.38502066554	1.25	0	0	0	0	0.98
MTHFR_38to656	P62258	4.3	1.35954836595	1.24	0	0	0	0	0.98
MTHFR_T34A	P62258	5.3	1.47223980961	1.31	0	0	0	0	0.97
MTHFR	P12004	1.0	0.868116179809	0.9	0	0	0	0	0.12
MTHFR_38to656	P12004	1.7	0.859506967422	0.89	0	0	0	0	0.07
MTHFR	Q9UJX3	1.0	1.06186251248	1.04	0	0	0	0	0.54
MTHFR_38to656	Q9UJX3	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR	Q6PD62	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q6PD62	1.7	1.05225067428	1.04	0	0	0	0	0.23
MTHFR	Q9HB71	10.3	1.78139410621	1.48	0	0	0	0	0.98
MTHFR_38to656	Q9HB71	9.3	1.65485529199	1.41	0	0	0	0	0.99
MTHFR_T34A	Q9HB71	10.3	1.92453837243	1.55	0	0	0	0	0.99
MTHFR	Q13885	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	Q13885	0.7	1.07247543608	1.05	0	0	0	0	0.0
MTHFR_T34A	Q13885	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P33240	1.3	1.07974393665	1.06	0	0	0	0	0.56
MTHFR_38to656	P33240	2.7	1.13517624521	1.09	0	0	0	0	0.95
MTHFR_T34A	P33240	1.0	1.10036002439	1.07	0	0	0	0	0.53
MTHFR_38to656	P84085	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR	Q5VYK3	5.7	1.44955720888	1.29	0	0	0	0	0.98
MTHFR_38to656	Q5VYK3	6.7	1.46749120468	1.3	0	0	0	0	0.99
MTHFR_T34A	Q5VYK3	6.7	1.60800848814	1.38	0	0	0	0	0.99
MTHFR	P48643	14.0	2.05761785111	1.61	0	0	0	0	0.99
MTHFR_38to656	P48643	14.0	2.04224974016	1.61	0	0	0	0	0.99
MTHFR_T34A	P48643	14.7	2.30452541445	1.72	0	0	0	0	0.99
MTHFR	Q8IUE6	1.3	1.07974393665	1.06	0	0	0	0	0.61
MTHFR_38to656	Q8IUE6	2.0	1.06270080914	1.04	0	0	0	0	0.31
MTHFR_T34A	Q8IUE6	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	P55010	1.3	1.09091549647	1.06	0	0	0	0	0.92
MTHFR_38to656	P55010	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P55010	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR	P52209	5.0	1.38126412104	1.25	0	0	0	0	1.0
MTHFR_38to656	P52209	4.3	1.37694431332	1.25	0	0	0	0	0.98
MTHFR_T34A	P52209	5.7	1.49954120694	1.32	0	0	0	0	0.97
MTHFR_38to656	O60870	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR	Q9Y2R4	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	Q9Y2R4	2.3	1.07315094399	1.05	0	0	0	0	0.31
MTHFR	P30041	1.7	1.11996848045	1.08	0	0	0	0	0.92
MTHFR_38to656	P30041	1.3	1.07597975842	1.05	0	0	0	0	0.61
MTHFR_T34A	P30041	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P30044	1.0	1.06284695243	1.04	0	0	0	0	0.61
MTHFR_38to656	P30044	1.0	1.06552962357	1.05	0	0	0	0	0.62
MTHFR_T34A	P30044	0.7	1.07380573332	1.05	0	0	0	0	0.31
MTHFR	O14559	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O14559	0.7	1.02090026971	1.01	0	0	0	0	0.11
MTHFR	Q9Y678	3.7	1.28936418462	1.19	0	0	0	0	0.96
MTHFR_38to656	Q9Y678	3.7	1.28768560561	1.19	0	0	0	0	0.98
MTHFR_T34A	Q9Y678	2.7	1.22651843548	1.15	0	0	0	0	0.92
MTHFR_38to656	Q9BV20	1.0	1.0661422993	1.05	0	0	0	0	0.54
MTHFR_T34A	Q9BV20	0.7	1.05460279467	1.04	0	0	0	0	0.3
MTHFR	Q9UBB4	0.7	1.04594996821	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9UBB4	1.3	1.07597975842	1.05	0	0	0	0	0.6
MTHFR_T34A	Q9UBB4	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q9NP79	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9NP79	0.7	1.05460279467	1.04	0	0	0	0	0.31
MTHFR_38to656	Q9UBB9	1.0	1.03135040457	1.02	0	0	0	0	0.24
MTHFR	Q93009	2.0	1.10138190532	1.07	0	0	0	0	0.29
MTHFR_38to656	Q93009	2.3	1.07315094399	1.05	0	0	0	0	0.28
MTHFR	Q9UIG0	1.0	1.05069095266	1.04	0	0	0	0	0.19
MTHFR_38to656	Q9UIG0	3.3	1.10450134856	1.07	0	0	0	0	0.3
MTHFR_38to656	Q15007	1.3	1.04180053943	1.03	0	0	0	0	0.31
MTHFR	Q15006	2.7	1.2284861121	1.16	0	0	0	0	0.65
MTHFR_38to656	Q15006	2.0	1.18324708923	1.13	0	0	0	0	0.9
MTHFR_T34A	Q15006	3.3	1.29882995628	1.2	0	0	0	0	0.95
MTHFR	O00566	0.7	1.03379396844	1.02	0	0	0	0	0.22
MTHFR_38to656	O00566	2.0	1.06270080914	1.04	0	0	0	0	0.3
MTHFR	O00567	3.7	1.19802282619	1.14	0	0	0	0	0.59
MTHFR_38to656	O00567	8.0	1.25080323655	1.17	0	0	0	0	0.33
MTHFR_38to656	Q9Y4Z0	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR	Q15008	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	Q15008	1.3	1.05919648679	1.04	0	0	0	0	0.58
MTHFR_T34A	Q15008	1.0	1.08115708574	1.06	0	0	0	0	0.56
MTHFR	P39656	4.7	1.36535157677	1.24	0	0	0	0	0.98
MTHFR_38to656	P39656	3.7	1.26967698251	1.18	0	0	0	0	0.98
MTHFR_T34A	P39656	6.0	1.53420275482	1.34	0	0	0	0	0.98
MTHFR	Q9Y520	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9Y520	0.7	1.02090026971	1.01	0	0	0	0	0.02
MTHFR	P18085	0.7	0.672140227486	0.74	0	0	0	0	0.01
MTHFR_38to656	P18085	0.7	0.656005604418	0.73	0	0	0	0	0.01
MTHFR_T34A	P18085	1.0	0.703759434082	0.77	0	0	0	0	0.03
MTHFR	O75533	6.7	1.36028280404	1.24	0	0	0	0	0.57
MTHFR_38to656	O75533	12.0	1.3936008022	1.26	0	0	0	0	0.45
MTHFR_T34A	O75533	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	O75531	2.3	1.14160644913	1.1	0	0	0	0	0.92
MTHFR_38to656	O75531	2.0	1.1142759755	1.08	0	0	0	0	0.92
MTHFR_T34A	O75531	1.3	1.11731284614	1.08	0	0	0	0	0.89
MTHFR	O75530	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O75530	1.0	1.03135040457	1.02	0	0	0	0	0.28
MTHFR	O75821	1.3	1.09091549647	1.06	0	0	0	0	0.93
MTHFR_38to656	O75821	0.7	1.08925870771	1.06	0	0	0	0	0.32
MTHFR_T34A	O75821	1.3	1.11731284614	1.08	0	0	0	0	0.92
MTHFR	Q4G0F5	2.0	1.14705258454	1.1	0	0	0	0	0.94
MTHFR_38to656	Q4G0F5	1.7	1.13800505964	1.1	0	0	0	0	0.94
MTHFR_T34A	Q4G0F5	2.3	1.2184199768	1.15	0	0	0	0	0.95
MTHFR	P09651	17.7	0.770704318054	0.82	0	0	0	0	0.07
MTHFR_38to656	P09651	20.7	0.775209786953	0.83	0	0	0	0	0.08
MTHFR_T34A	P09651	9.0	0.690117953873	0.76	0	0	0	0	0.02
MTHFR	P27635	6.7	1.47692060196	1.31	0	0	0	0	0.97
MTHFR_38to656	P27635	7.7	1.53363350398	1.34	0	0	0	0	0.97
MTHFR_T34A	P27635	7.7	1.69876704321	1.43	0	0	0	0	0.98
MTHFR	Q9Y450	1.3	1.11424305605	1.08	0	0	0	0	0.6
MTHFR_38to656	Q9Y450	1.0	1.0661422993	1.05	0	0	0	0	0.48
MTHFR_T34A	Q9Y450	1.0	1.10110713065	1.07	0	0	0	0	0.5
MTHFR	Q5BKZ1	1.7	1.0844849211	1.06	0	0	0	0	0.3
MTHFR_38to656	Q5BKZ1	2.7	1.08360107885	1.06	0	0	0	0	0.32
MTHFR	Q8NFH5	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q8NFH5	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	Q13151	3.0	1.19971241711	1.14	0	0	0	0	0.94
MTHFR_38to656	Q13151	4.3	1.23900208586	1.16	0	0	0	0	0.98
MTHFR_T34A	Q13151	1.7	1.14386713722	1.1	0	0	0	0	0.89
MTHFR	Q13155	2.7	1.20515855252	1.14	0	0	0	0	0.95
MTHFR_38to656	Q13155	2.3	1.14212205772	1.1	0	0	0	0	0.96
MTHFR_T34A	Q13155	2.0	1.17116853455	1.12	0	0	0	0	0.92
MTHFR	Q14203	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q14203	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	Q14203	1.3	1.12840852799	1.09	0	0	0	0	0.51
MTHFR	Q14204	25.0	2.83732236641	1.94	0	0	0	0	1.0
MTHFR_38to656	Q14204	24.0	2.6502595396	1.87	0	0	0	0	1.0
MTHFR_T34A	Q14204	26.0	3.27917514585	2.1	0	0	0	0	1.0
MTHFR	O60684	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	O60684	0.7	1.02090026971	1.01	0	0	0	0	0.24
MTHFR	P62899	4.7	1.0806031301	1.06	0	0	0	0	0.36
MTHFR_38to656	P62899	5.7	1.19170583157	1.13	0	0	0	0	0.48
MTHFR_T34A	P62899	3.7	1.08465968637	1.06	0	0	0	0	0.44
MTHFR	Q9UK61	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UK61	1.7	1.05225067428	1.04	0	0	0	0	0.22
MTHFR	P00338	5.7	1.41505808948	1.27	0	0	0	0	0.99
MTHFR_38to656	P00338	5.3	1.40768204215	1.27	0	0	0	0	0.98
MTHFR_T34A	P00338	5.3	1.48994853574	1.32	0	0	0	0	0.95
MTHFR	Q92841	6.7	1.37342324376	1.25	0	0	0	0	0.87
MTHFR_38to656	Q92841	9.7	1.40620424356	1.27	0	0	0	0	0.98
MTHFR_T34A	Q92841	2.0	1.1903714732	1.13	0	0	0	0	0.6
MTHFR	P68036	2.0	1.14803702449	1.1	0	0	0	0	0.94
MTHFR_38to656	P68036	2.0	1.13167192287	1.09	0	0	0	0	0.95
MTHFR_T34A	P68036	1.0	1.08115708574	1.06	0	0	0	0	0.59
MTHFR	P68032	1.7	0.803585872146	0.85	0	0	0	0	0.11
MTHFR_38to656	P68032	3.0	0.810334824579	0.86	0	0	0	0	0.1
MTHFR	P07814	11.7	1.89465272231	1.53	0	0	0	0	1.0
MTHFR_38to656	P07814	14.3	1.93276627066	1.55	0	0	0	0	1.0
MTHFR_T34A	P07814	11.7	1.99309676567	1.58	0	0	0	0	0.99
MTHFR	P22102	2.7	1.20515855252	1.14	0	0	0	0	0.96
MTHFR_38to656	P22102	1.7	1.10443851638	1.07	0	0	0	0	0.55
MTHFR_T34A	P22102	1.7	1.13501277415	1.09	0	0	0	0	0.52
MTHFR	O75643	12.0	1.61946299175	1.39	0	0	0	0	0.37
MTHFR_38to656	O75643	19.7	1.61655795653	1.39	0	0	0	0	0.33
MTHFR_T34A	O75643	0.7	1.07380573332	1.05	0	0	0	0	0.15
MTHFR_38to656	Q8NEV1	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P26583	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	P26583	0.7	1.02090026971	1.01	0	0	0	0	0.3
MTHFR	Q15417	0.7	1.05613708807	1.04	0	0	0	0	0.31
MTHFR_38to656	Q15417	0.7	1.05569216444	1.04	0	0	0	0	0.31
MTHFR_T34A	Q15417	0.7	1.05460279467	1.04	0	0	0	0	0.3
MTHFR	P49756	2.3	1.11827888954	1.08	0	0	0	0	0.32
MTHFR_38to656	P49756	3.7	1.16652664978	1.12	0	0	0	0	0.94
MTHFR_T34A	P49756	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	O14950	3.7	1.22135038578	1.15	0	0	0	0	0.94
MTHFR_38to656	O14950	2.7	1.13517624521	1.09	0	0	0	0	0.92
MTHFR_T34A	O14950	1.3	1.11731284614	1.08	0	0	0	0	0.91
MTHFR	Q14739	2.3	1.15474688885	1.11	0	0	0	0	0.61
MTHFR_38to656	Q14739	1.7	1.06964662165	1.05	0	0	0	0	0.57
MTHFR_T34A	Q14739	1.3	1.11731284614	1.08	0	0	0	0	0.91
MTHFR	Q13330	1.7	1.0844849211	1.06	0	0	0	0	0.3
MTHFR_38to656	Q13330	1.3	1.04180053943	1.03	0	0	0	0	0.27
MTHFR_38to656	Q9Y5V3	0.7	1.02090026971	1.01	0	0	0	0	0.2
MTHFR_T34A	Q9Y5V3	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	Q9UNQ2	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UNQ2	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR	P0DN76	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	P0DN76	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR	P60660	2.7	1.18183099293	1.13	0	0	0	0	0.93
MTHFR_38to656	P60660	3.3	1.19086840966	1.13	0	0	0	0	0.94
MTHFR_T34A	P60660	2.0	1.17191564081	1.12	0	0	0	0	0.91
MTHFR	P46940	1.7	1.09664092087	1.07	0	0	0	0	0.42
MTHFR_38to656	P46940	2.0	1.06270080914	1.04	0	0	0	0	0.24
MTHFR_T34A	P46940	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR_38to656	P0DN79	0.7	1.08925870771	1.06	0	0	0	0	0.32
MTHFR_T34A	P0DN79	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	O43491	0.7	1.03379396844	1.02	0	0	0	0	0.18
MTHFR_38to656	O43491	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	O60264	3.0	1.15207285798	1.11	0	0	0	0	0.32
MTHFR_38to656	O60264	6.3	1.19855256227	1.14	0	0	0	0	0.33
MTHFR	P11586	20.7	2.53847621288	1.82	0	0	0	0	1.0
MTHFR_38to656	P11586	19.3	2.38096066859	1.76	0	0	0	0	1.0
MTHFR_T34A	P11586	22.7	3.04019532432	2.01	0	0	0	0	0.99
MTHFR	P61353	6.0	1.44509551343	1.29	0	0	0	0	0.97
MTHFR_38to656	P61353	5.3	1.37350282316	1.25	0	0	0	0	0.97
MTHFR_T34A	P61353	5.7	1.50690135749	1.33	0	0	0	0	0.98
MTHFR	P38919	5.3	1.27035174753	1.18	0	0	0	0	0.33
MTHFR_38to656	P38919	6.7	1.22639864449	1.15	0	0	0	0	0.57
MTHFR_T34A	P38919	0.7	1.06345715773	1.05	0	0	0	0	0.0
MTHFR	Q86Y56	1.7	1.13015560032	1.09	0	0	0	0	0.88
MTHFR_38to656	Q86Y56	1.3	1.09337570579	1.07	0	0	0	0	0.93
MTHFR_T34A	Q86Y56	2.3	1.19846993188	1.14	0	0	0	0	0.95
MTHFR	P06733	13.0	1.34179746003	1.23	0	0	0	0	0.29
MTHFR_38to656	P06733	13.0	1.28515685275	1.19	0	0	0	0	0.2
MTHFR_T34A	P06733	11.7	1.38000088771	1.25	0	0	0	0	0.42
MTHFR	P62318	1.3	1.0787594967	1.06	0	0	0	0	0.61
MTHFR_38to656	P62318	1.7	1.06964662165	1.05	0	0	0	0	0.62
MTHFR_T34A	P62318	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q13428	3.7	1.18586682643	1.13	0	0	0	0	0.31
MTHFR_38to656	Q13428	6.0	1.18810242741	1.13	0	0	0	0	0.32
MTHFR_T34A	Q13428	0.7	1.07380573332	1.05	0	0	0	0	0.22
MTHFR	P62316	2.3	1.1537624489	1.11	0	0	0	0	0.93
MTHFR_38to656	P62316	2.3	1.09054689136	1.06	0	0	0	0	0.62
MTHFR_T34A	P62316	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR	P62314	0.7	0.844996730545	0.88	0	0	0	0	0.07
MTHFR_38to656	P62314	2.0	0.895021601049	0.92	0	0	0	0	0.14
MTHFR_T34A	P62314	1.7	0.940214089316	0.96	0	0	0	0	0.25
MTHFR	P61758	3.7	1.27819262481	1.19	0	0	0	0	0.98
MTHFR_38to656	P61758	3.0	1.21521016953	1.15	0	0	0	0	0.96
MTHFR_T34A	P61758	3.0	1.26267419588	1.18	0	0	0	0	0.94
MTHFR	P63261	9.0	0.432945366733	0.52	0	0	0	0	0.0
MTHFR_38to656	P63261	11.3	0.409165276585	0.49	0	0	0	0	0.0
MTHFR_T34A	P63261	3.0	0.372952027613	0.46	0	0	0	0	0.0
MTHFR	Q8NI27	1.7	1.0844849211	1.06	0	0	0	0	0.23
MTHFR_38to656	Q8NI27	2.3	1.07315094399	1.05	0	0	0	0	0.27
MTHFR	Q01105	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	Q01105	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	Q13523	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q13523	1.0	1.03135040457	1.02	0	0	0	0	0.21
MTHFR	O14737	1.0	1.0750029522	1.05	0	0	0	0	0.58
MTHFR_38to656	O14737	0.7	1.05507948871	1.04	0	0	0	0	0.0
MTHFR_T34A	O14737	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q13526	2.0	1.14803702449	1.1	0	0	0	0	0.94
MTHFR_38to656	Q13526	2.7	1.16996813995	1.12	0	0	0	0	0.95
MTHFR_T34A	Q13526	2.3	1.20881850747	1.14	0	0	0	0	0.95
MTHFR	P49674	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	P49674	1.0	1.04874635193	1.03	0	0	0	0	0.55
MTHFR_T34A	P49674	1.0	1.09150566133	1.06	0	0	0	0	0.56
MTHFR	P62081	10.0	1.11558377619	1.08	0	0	0	0	0.41
MTHFR_38to656	P62081	11.3	1.11155572131	1.08	0	0	0	0	0.47
MTHFR_T34A	P62081	8.3	1.09087071275	1.06	0	0	0	0	0.41
MTHFR	Q9UBS4	0.7	1.05613708807	1.04	0	0	0	0	0.31
MTHFR_38to656	Q9UBS4	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9UBS4	0.7	1.05460279467	1.04	0	0	0	0	0.28
MTHFR	P48739	0.7	1.05613708807	1.04	0	0	0	0	0.32
MTHFR_38to656	P48739	0.7	1.05569216444	1.04	0	0	0	0	0.32
MTHFR	Q16778	1.0	0.779176837925	0.83	0	0	0	0	0.08
MTHFR_38to656	Q16778	1.3	0.797281999155	0.85	0	0	0	0	0.13
MTHFR_T34A	Q16778	0.3	0.768663743739	0.82	0	0	0	0	0.0
MTHFR	Q8WWK9	1.0	1.06186251248	1.04	0	0	0	0	0.52
MTHFR_38to656	Q8WWK9	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q8WWK9	2.0	1.17042142829	1.12	0	0	0	0	0.9
MTHFR	Q9NR46	0.7	1.05613708807	1.04	0	0	0	0	0.29
MTHFR_38to656	Q9NR46	1.3	1.07659243416	1.05	0	0	0	0	0.59
MTHFR_T34A	Q9NR46	0.7	1.05460279467	1.04	0	0	0	0	0.28
MTHFR	Q7L2E3	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q7L2E3	0.7	1.02090026971	1.01	0	0	0	0	0.14
MTHFR	P84098	3.0	1.22205553674	1.15	0	0	0	0	0.95
MTHFR_38to656	P84098	2.3	1.17630127672	1.12	0	0	0	0	0.96
MTHFR_T34A	P84098	2.7	1.24572137413	1.17	0	0	0	0	0.95
MTHFR	P84090	1.3	1.09091549647	1.06	0	0	0	0	0.89
MTHFR_38to656	P84090	2.0	1.1142759755	1.08	0	0	0	0	0.92
MTHFR_T34A	P84090	1.3	1.12766142173	1.09	0	0	0	0	0.88
MTHFR	Q15269	1.3	1.06758793688	1.05	0	0	0	0	0.28
MTHFR_38to656	Q15269	2.7	1.08360107885	1.06	0	0	0	0	0.29
MTHFR	P61224	1.0	0.868116179809	0.9	0	0	0	0	0.09
MTHFR_38to656	P61224	1.3	0.919431717307	0.94	0	0	0	0	0.16
MTHFR_T34A	P61224	1.3	0.919083021145	0.94	0	0	0	0	0.15
MTHFR	O00151	4.3	1.3110021533	1.21	0	0	0	0	0.98
MTHFR_38to656	O00151	4.0	1.29813574047	1.2	0	0	0	0	0.96
MTHFR_T34A	O00151	4.7	1.4183841212	1.27	0	0	0	0	0.96
MTHFR	P61221	4.7	1.3512266971	1.23	0	0	0	0	0.99
MTHFR_38to656	P61221	5.7	1.40134890538	1.26	0	0	0	0	0.99
MTHFR_T34A	P61221	4.3	1.36078410337	1.24	0	0	0	0	0.93
MTHFR	O14602	1.7	1.10781248069	1.08	0	0	0	0	0.93
MTHFR_38to656	O14602	1.3	1.07659243416	1.05	0	0	0	0	0.61
MTHFR_T34A	O14602	1.7	1.14386713722	1.1	0	0	0	0	0.88
MTHFR	Q8TDN6	2.3	1.11827888954	1.08	0	0	0	0	0.32
MTHFR_38to656	Q8TDN6	2.3	1.07315094399	1.05	0	0	0	0	0.32
MTHFR	Q9UNM6	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9UNM6	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR_T34A	Q9UNM6	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P55060	11.7	1.82467004356	1.5	0	0	0	0	1.0
MTHFR_38to656	P55060	10.0	1.53781333424	1.34	0	0	0	0	0.99
